Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
2040-LDIWQ,1,65,1,1,1,84.2,5473.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6496-JDSSB,0,8,2,0,1,80.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9408-SSNVZ,0,4,2,0,1,70.15,280.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4443-EMBNA,0,71,0,1,0,24.75,1757.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6469-MRVET,1,1,0,2,1,20.2,20.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0742-MOABM,0,4,1,0,0,50.05,200.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5961-VUSRV,0,12,0,2,1,19.35,232.20000000000002,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6778-JFCMK,0,24,1,2,1,50.6,1214.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6341-JVQGF,1,31,1,2,1,81.15,2515.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2232-DMLXU,0,1,1,0,0,55.2,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4811-JBUVU,0,30,2,0,1,89.9,2697.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0945-TSONX,1,47,1,1,1,85.3,4009.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2651-ZCBXV,0,54,2,1,1,108.0,5832.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3316-UWXUY,0,50,2,0,1,93.5,4675.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8937-RDTHP,0,1,2,0,1,84.6,84.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7083-MIOPC,0,72,0,1,0,20.25,1458.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1984-GPTEH,0,29,0,0,0,25.15,729.3499999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1251-KRREG,0,2,1,0,1,54.4,108.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0621-JFHOL,0,10,1,1,1,29.6,296.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9903-LYSAB,0,18,2,0,1,73.15,1316.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0094-OIFMO,0,11,2,0,1,95.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9227-UAQFT,0,16,0,1,0,19.75,316.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7301-ABVAD,0,72,1,1,0,86.6,6235.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6614-FHDBO,0,72,2,1,0,109.2,7862.400000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7576-ASEJU,1,41,1,2,1,74.7,3062.7000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9058-HRZSV,0,65,2,0,0,94.4,6136.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4522-AKYLR,0,13,1,0,1,54.8,712.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0221-WMXNQ,0,4,2,0,0,75.35,301.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0303-UNCIP,0,41,1,2,0,65.0,2665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9947-OTFQU,0,15,2,0,1,74.4,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0322-YINQP,0,1,1,0,1,48.55,48.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0959-WHOKV,0,42,2,2,1,99.0,4158.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4075-JFPGR,0,51,2,2,1,93.5,4768.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4629-NRXKX,1,2,2,0,0,70.4,140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9514-JDSKI,0,1,1,0,0,40.2,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3282-ZISZV,1,32,1,2,0,83.7,2678.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3675-YDUPJ,0,10,0,0,1,19.85,198.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4111-BNXIF,1,67,1,1,1,59.55,3989.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7017-VFHAY,1,61,2,1,0,115.1,7021.099999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6655-LHBYW,0,50,2,2,0,114.35,5717.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4959-JOSRX,0,2,1,0,1,44.6,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5046-NUHWD,0,29,1,0,1,45.0,1305.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7273-TEFQD,0,3,1,0,1,41.15,123.44999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3606-TWKGI,0,13,2,0,1,106.9,1389.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7529-ZDFXI,0,57,2,0,1,89.85,5121.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7605-BDWDC,0,31,1,1,1,49.85,1545.3500000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1950-KSVVJ,0,45,2,2,0,113.3,5098.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0123-CRBRT,1,61,1,1,0,88.1,5374.099999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6292-TOSSS,0,50,0,1,0,24.9,1245.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3197-ARFOY,0,19,2,0,1,105.0,1995.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6323-AYBRX,0,59,0,1,0,19.35,1141.65,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
7014-ZZXAW,0,71,0,1,1,24.25,1721.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4385-GZQXV,0,16,2,0,1,94.45,1511.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7633-MVPUY,0,57,1,1,1,59.75,3405.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6366-ZGQGL,0,1,1,0,0,24.8,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4716-HHKQH,0,20,2,0,0,107.05,2141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5940-AHUHD,0,1,2,0,0,70.6,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6432-TWQLB,0,5,2,0,1,85.4,427.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4484-GLZOU,0,52,2,0,1,105.05,5462.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3179-GBRWV,0,21,1,0,1,64.95,1363.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8645-KWHJO,0,14,1,0,1,55.0,770.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4130-MZLCC,0,5,1,0,0,50.55,252.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0314-TKOSI,0,6,1,0,0,55.15,330.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8229-MYEJZ,0,10,1,0,0,51.2,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2080-SRCDE,1,1,0,0,0,25.4,25.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9577-WJVCQ,0,68,1,0,0,54.45,3702.6000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9512-UIBFX,1,18,2,0,0,95.15,1712.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6202-DYYFX,0,22,2,2,1,76.0,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3808-HFKDE,0,20,1,0,1,44.35,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5583-SXDAG,0,1,2,0,0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3488-PGMQJ,0,8,2,0,1,74.5,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3580-REOAC,0,10,1,0,1,44.85,448.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7534-BFESC,0,24,2,0,1,76.1,1826.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3727-OWVYD,0,35,1,2,0,61.2,2142.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2294-SALNE,1,23,2,2,0,86.8,1996.3999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4847-TAJYI,0,6,2,0,1,89.35,536.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1563-IWQEX,0,12,0,0,0,19.7,236.39999999999998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8203-XJZRC,0,1,0,0,0,20.25,20.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6556-DBKZF,1,71,2,1,0,76.05,5399.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6851-WEFYX,0,35,2,0,1,100.8,3528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2985-JUUBZ,1,40,1,0,1,74.55,2982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6390-DSAZX,1,1,2,0,1,73.6,73.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0895-LMRSF,0,23,1,2,1,64.9,1492.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8098-LLAZX,0,4,2,0,1,95.45,381.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8266-VBFQL,0,4,2,0,1,90.4,361.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8181-YHCMF,1,68,1,1,0,60.3,4100.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2240-HSJQD,1,38,2,0,1,81.85,3110.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1248-DYXUB,1,52,0,1,0,24.8,1289.6000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0265-EDXBD,0,32,2,0,1,74.9,2396.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4115-BNPJY,1,29,1,1,0,75.55,2190.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3167-SNQPL,1,38,2,0,0,101.15,3843.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4091-TVOCN,1,48,1,2,1,78.75,3780.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1098-TDVUQ,0,1,0,0,1,19.25,19.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7277-OZCGZ,0,22,2,0,1,89.05,1959.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1557-EMYVT,0,43,2,1,0,115.05,4947.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2799-ARNLO,0,5,2,0,1,69.35,346.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7563-BIUPC,0,5,2,0,1,80.6,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5027-YOCXN,1,51,2,2,0,110.05,5612.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3973-SKMLN,0,71,0,1,1,19.9,1412.8999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2321-OMBXY,1,38,1,2,0,80.3,3051.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2840-XANRC,0,24,2,0,1,93.15,2235.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6745-JEFZB,0,35,2,0,1,91.5,3202.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5020-ZSTTY,0,54,1,2,0,82.45,4452.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
9880-TDQAC,1,72,1,1,1,60.0,4320.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8705-WZCYL,0,1,1,0,1,44.8,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7102-JJVTX,1,9,1,2,0,48.6,437.40000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8626-PTQGE,0,69,1,1,1,60.05,4143.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4983-CLMLV,0,52,2,0,1,102.7,5340.400000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5701-YVSVF,0,11,2,0,1,82.9,911.9000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5804-LEPIM,0,2,2,0,1,70.35,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5697-GOMBF,1,28,1,0,1,35.9,1005.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2739-CACDQ,0,17,2,0,1,82.65,1405.0500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9385-EHGDO,1,35,0,1,1,19.85,694.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9498-FIMXL,0,8,0,2,1,19.2,153.6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2379-GYFLQ,0,46,2,2,1,94.9,4365.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0122-OAHPZ,0,7,2,0,1,73.85,516.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2868-SNELZ,0,2,2,0,0,80.6,161.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4322-RCYMT,1,68,1,2,1,75.8,5154.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6680-NENYN,0,43,2,1,1,104.6,4497.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2088-IEBAU,0,68,1,1,1,88.15,5994.200000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7982-VCELR,0,36,2,0,1,94.8,3412.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1343-EHPYB,0,63,2,0,1,103.4,6514.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6035-BXTTY,0,32,1,0,0,54.65,1748.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6885-PKOAM,0,71,1,1,0,85.75,6088.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7520-HQWJU,1,66,1,0,1,67.45,4451.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9639-BUJXT,0,63,0,2,0,20.5,1291.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5924-SNGKP,1,41,0,2,1,20.25,830.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0021-IKXGC,0,1,2,0,1,72.1,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2034-GDRCN,0,2,2,0,1,90.4,180.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8966-SNIZF,0,70,0,1,0,19.45,1361.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6243-OZGFH,0,23,1,0,1,44.95,1033.8500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4654-DLAMQ,0,64,2,2,0,97.0,6208.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0513-RBGPE,1,37,1,1,1,62.8,2323.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5160-UXJED,1,17,1,2,0,44.6,758.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4115-NZRKS,0,7,2,0,1,89.15,624.0500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0219-YTZUE,1,4,2,0,1,84.8,339.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0623-IIHUG,0,21,1,0,1,41.9,879.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4572-DVCGN,0,10,2,0,1,80.25,802.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3351-NGXYI,0,16,1,0,1,54.1,865.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8984-EYLLL,0,64,2,1,1,105.25,6736.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9057-MSWCO,0,27,1,0,0,30.75,830.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9833-TGFHX,1,42,2,2,0,97.1,4078.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9294-TDIPC,1,5,0,0,0,20.2,101.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5229-DTFYB,0,41,2,1,1,98.8,4050.7999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0104-PPXDV,0,58,1,2,0,50.3,2917.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5176-LMJXE,0,47,0,1,1,20.55,965.85,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3583-KRKMD,0,18,2,0,1,75.9,1366.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1010-DIAUQ,0,5,2,0,0,96.5,482.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9069-LGEUL,0,23,1,0,1,59.95,1378.8500000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7302-ZHMHP,0,1,0,0,0,19.15,19.15,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9571-EDEBV,0,71,2,2,1,98.65,7004.150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3520-FJGCV,1,72,2,1,1,112.6,8107.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6563-VRERX,1,33,0,2,0,20.6,679.8000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0259-GBZSH,0,2,2,0,1,85.65,171.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6122-EFVKN,1,24,1,1,0,35.75,858.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2805-EDJPQ,1,56,2,2,1,99.75,5586.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6862-CQUMB,0,37,2,0,1,96.1,3555.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7156-MXBJE,0,43,1,2,0,85.1,3659.2999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6158-HDPXZ,0,1,1,0,0,25.35,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9601-BRXPO,0,25,2,0,1,104.95,2623.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2863-IMQDR,0,61,1,1,0,89.65,5468.650000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5686-CMAWK,0,17,2,2,0,86.75,1474.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5651-CRHKQ,0,41,2,2,1,86.2,3534.2000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6905-NIQIN,0,1,1,0,0,50.65,50.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8204-YJCLA,1,72,1,1,1,64.8,4665.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5167-ZFFMM,0,1,2,0,1,90.85,90.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6583-SZVGP,0,48,2,1,1,108.1,5188.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4895-TMWIR,0,11,0,0,0,19.95,219.45,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
0533-BNWKF,0,55,2,0,1,85.45,4699.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1708-PBBOA,0,42,1,2,1,54.75,2299.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8782-LKFPK,0,44,2,0,1,90.4,3977.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5522-JBWMO,1,1,1,0,0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3597-MVHJT,0,27,2,0,1,95.6,2581.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9774-NRNAU,0,27,1,0,1,84.8,2289.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0224-RLWWD,0,2,1,0,1,44.3,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9967-ATRFS,0,19,0,0,0,19.9,378.09999999999997,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3951-NJCVI,0,42,2,0,1,95.05,3992.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2977-CEBSX,0,66,1,1,1,90.05,5943.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0177-PXBAT,0,33,2,0,1,109.9,3626.7000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6599-CEBNN,0,34,2,0,1,73.95,2514.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2519-ERQOJ,0,33,1,0,1,54.6,1801.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5876-QMYLD,1,23,0,2,0,20.05,461.15000000000003,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2277-AXSDC,0,32,0,2,0,19.75,632.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9442-JTWDL,0,11,0,2,0,20.05,220.55,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0979-PHULV,1,69,2,0,1,99.45,6862.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3067-SVMTC,0,68,1,2,0,55.9,3801.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5495-GPSRW,0,20,0,1,1,19.7,394.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7606-BPHHN,0,72,0,1,1,19.8,1425.6000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4742-DRORA,1,60,2,2,1,95.4,5724.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0111-KLBQG,1,32,2,0,1,93.95,3006.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4800-VHZKI,0,1,0,0,1,19.9,19.9,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
7989-CHGTL,0,1,0,0,1,19.6,19.6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
0334-GDDSO,0,3,2,0,1,81.35,244.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4163-NCJAK,0,46,0,2,1,24.45,1124.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5233-AOZUF,0,29,2,0,1,74.95,2173.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5973-EJGDP,0,51,2,0,1,87.35,4454.849999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1996-DBMUS,0,48,2,0,1,70.65,3391.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7916-VCCPB,1,16,2,0,0,73.25,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4686-GEFRM,0,70,2,1,1,98.7,6909.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5249-QYHEX,1,40,0,1,1,24.8,992.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0578-SKVMF,1,22,2,0,0,83.3,1832.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5564-NEMQO,0,1,2,0,1,75.3,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2233-FAGXV,1,5,0,0,1,24.3,121.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5605-IYGFG,0,7,2,0,1,69.85,488.94999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7663-ZTEGJ,1,29,2,2,0,100.55,2915.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3935-TBRZZ,1,44,0,2,0,25.7,1130.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8111-BKVDS,0,10,1,0,0,40.7,407.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2055-SIFSS,0,55,1,0,0,51.65,2840.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2806-MLNTI,0,52,2,2,1,105.1,5465.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8734-DKSTZ,1,10,2,0,0,85.95,859.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4360-PNRQB,0,18,2,0,1,75.6,1360.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6152-ONASV,0,68,1,2,0,58.25,3961.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9063-ZGTUY,1,61,0,0,1,19.4,1183.3999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
7781-HVGMK,1,72,1,1,1,65.2,4694.400000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2181-UAESM,0,2,1,0,0,53.45,106.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2957-LOLHO,0,12,1,0,1,45.4,544.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6048-NJXHX,0,41,0,1,1,19.75,809.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2320-SLKMB,0,26,1,0,1,44.45,1155.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4980-URKXC,0,36,0,2,0,20.85,750.6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4376-KFVRS,1,72,2,1,1,114.05,8211.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5886-VLQVU,0,35,2,0,1,89.85,3144.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
