SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
8992-VONJD,0,0,1,13,1,0,1,1,56.0,728.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0867-MKZVY,0,1,0,20,2,0,0,1,82.4,1648.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4482-EWFMI,0,0,0,2,2,0,1,1,69.7,139.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4648-YPBTM,0,0,0,53,1,1,1,2,73.9,3916.7000000000003,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2907-ILJBN,0,1,1,11,0,2,0,0,20.6,226.60000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6345-FZOQH,0,1,0,69,0,1,0,0,19.9,1373.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3376-BMGFE,0,0,0,4,2,0,1,2,70.9,283.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997-OPVFA,0,1,0,72,1,1,1,2,89.05,6411.599999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3445-HXXGF,1,1,0,58,1,0,1,1,45.3,2627.3999999999996,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1159-WFSGR,0,1,1,16,0,0,0,1,20.4,326.4,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7654-YWJUF,0,1,0,43,2,2,1,2,84.25,3622.75,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1875-QIVME,0,1,0,2,2,0,1,1,104.4,208.8,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6727-IOTLZ,0,1,0,14,1,1,0,0,81.95,1147.3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0691-JVSYA,0,1,0,53,2,2,1,2,94.85,5027.049999999999,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5918-VUKWP,0,0,0,32,0,2,0,2,20.55,657.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1744-JHKYS,0,1,0,34,0,0,0,1,24.7,839.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2656-FMOKZ,1,0,0,15,2,0,1,0,74.45,1116.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070-FNEXE,1,0,0,7,2,0,0,2,76.45,535.15,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5947-SGKCL,0,1,1,15,2,0,1,2,105.35,1580.25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3712-PKXZA,0,1,0,61,0,2,1,3,20.55,1253.55,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6317-YPKDH,0,0,0,1,1,0,0,2,29.95,29.95,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6582-OIVSP,0,0,0,1,1,0,0,0,45.3,45.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9367-WXLCH,0,0,0,8,2,0,0,2,84.5,676.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5524-KHNJP,0,1,1,33,1,2,0,3,74.75,2466.75,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1918-ZBFQJ,0,0,0,13,2,0,1,1,79.25,1030.25,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1024-GUALD,0,1,0,1,1,0,1,1,24.8,24.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827-USJHP,0,0,0,20,1,0,1,0,51.8,1036.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8167-GJLRN,0,0,0,3,1,0,0,1,30.4,91.19999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0956-SYCWG,0,0,0,13,0,2,0,1,19.65,255.45,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8017-UVSZU,0,1,0,40,1,0,0,3,56.6,2264.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7100-FQPRV,0,1,1,43,1,2,1,3,71.9,3091.7000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2472-OVKUP,0,1,0,6,2,0,1,1,91.0,546.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2984-RGEYA,0,1,1,69,0,1,0,2,19.75,1362.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9680-NIAUV,0,1,1,72,2,1,0,3,109.7,7898.400000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2146-EGVDT,0,1,1,59,0,1,0,3,19.3,1138.7,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2604-IJPDU,0,1,0,20,2,0,1,1,96.55,1931.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9178-JHUVJ,0,1,1,24,0,1,1,2,24.1,578.4000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6168-YBYNP,0,0,0,59,2,0,1,1,111.35,6569.65,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7255-SSFBC,0,1,1,72,2,1,1,2,112.25,8082.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3645-DEYGF,0,0,1,1,0,0,0,0,20.75,20.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9323-HGFWY,0,1,0,27,2,2,1,3,101.9,2751.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8544-GOQSH,0,0,0,14,2,0,1,3,80.05,1120.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3363-DTIVD,0,1,1,71,2,1,0,1,105.55,7494.05,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7018-WBJNK,0,0,1,13,2,0,1,3,78.3,1017.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9142-KZXOP,0,0,0,44,2,0,0,3,68.85,3029.3999999999996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7674-YTAFD,0,0,0,33,2,2,1,2,79.95,2638.35,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6348-SNFUS,0,1,1,72,1,1,1,3,55.45,3992.4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1285-OKIPP,0,0,0,1,2,0,0,1,79.9,79.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7825-ECJRF,0,0,0,19,2,0,1,1,106.6,2025.3999999999999,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1347-KTTTA,0,1,0,64,2,2,1,3,102.45,6556.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7841-TZDMQ,0,0,0,2,1,0,1,3,46.0,92.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4195-NZGTA,0,0,0,1,1,0,0,1,25.25,25.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7157-SMCFK,0,0,1,61,0,1,0,0,19.75,1204.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4709-LKHYG,0,1,1,29,0,2,0,1,20.0,580.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2504-DSHIH,1,1,0,23,2,0,0,1,86.8,1996.3999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0699-NDKJM,0,1,0,57,1,0,1,2,58.75,3348.75,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9286-BHDQG,0,1,1,72,1,1,0,3,45.25,3258.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0230-WEQUW,0,1,0,66,1,1,1,2,56.6,3735.6,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2040-LDIWQ,0,1,1,65,1,1,1,2,84.2,5473.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6496-JDSSB,0,0,0,8,2,0,1,2,80.0,640.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9408-SSNVZ,0,0,0,4,2,0,1,1,70.15,280.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443-EMBNA,0,1,0,71,0,1,0,2,24.75,1757.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6469-MRVET,0,1,1,1,0,2,1,1,20.2,20.2,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0742-MOABM,0,1,0,4,1,0,0,0,50.05,200.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5961-VUSRV,0,0,0,12,0,2,1,2,19.35,232.20000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6778-JFCMK,0,0,0,24,1,2,1,0,50.6,1214.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6341-JVQGF,0,1,1,31,1,2,1,0,81.15,2515.65,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2232-DMLXU,0,1,0,1,1,0,0,0,55.2,55.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4811-JBUVU,0,0,0,30,2,0,1,3,89.9,2697.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0945-TSONX,0,1,1,47,1,1,1,3,85.3,4009.1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2651-ZCBXV,0,0,0,54,2,1,1,3,108.0,5832.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3316-UWXUY,0,0,0,50,2,0,1,3,93.5,4675.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8937-RDTHP,0,0,0,1,2,0,1,0,84.6,84.6,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7083-MIOPC,0,0,0,72,0,1,0,3,20.25,1458.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1984-GPTEH,0,0,0,29,0,0,0,1,25.15,729.3499999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1251-KRREG,0,0,0,2,1,0,1,0,54.4,108.8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0621-JFHOL,0,0,0,10,1,1,1,0,29.6,296.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9903-LYSAB,0,1,0,18,2,0,1,1,73.15,1316.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0094-OIFMO,1,0,0,11,2,0,1,1,95.0,1045.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9227-UAQFT,0,0,0,16,0,1,0,0,19.75,316.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7301-ABVAD,0,0,0,72,1,1,0,2,86.6,6235.2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6614-FHDBO,0,0,0,72,2,1,0,2,109.2,7862.400000000001,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7576-ASEJU,0,1,1,41,1,2,1,3,74.7,3062.7000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9058-HRZSV,1,1,0,65,2,0,0,1,94.4,6136.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4522-AKYLR,1,0,0,13,1,0,1,1,54.8,712.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0221-WMXNQ,1,0,0,4,2,0,0,1,75.35,301.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0303-UNCIP,0,0,0,41,1,2,0,0,65.0,2665.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9947-OTFQU,1,0,0,15,2,0,1,1,74.4,1116.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0322-YINQP,0,0,0,1,1,0,1,0,48.55,48.55,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0959-WHOKV,0,0,0,42,2,2,1,1,99.0,4158.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4075-JFPGR,0,1,0,51,2,2,1,1,93.5,4768.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4629-NRXKX,0,1,1,2,2,0,0,1,70.4,140.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9514-JDSKI,1,1,0,1,1,0,0,1,40.2,40.2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3282-ZISZV,0,0,1,32,1,2,0,3,83.7,2678.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3675-YDUPJ,0,0,0,10,0,0,1,0,19.85,198.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4111-BNXIF,0,1,1,67,1,1,1,1,59.55,3989.85,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7017-VFHAY,0,1,1,61,2,1,0,3,115.1,7021.099999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6655-LHBYW,0,0,0,50,2,2,0,3,114.35,5717.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4959-JOSRX,0,1,0,2,1,0,1,3,44.6,89.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5046-NUHWD,1,1,0,29,1,0,1,1,45.0,1305.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7273-TEFQD,1,0,0,3,1,0,1,1,41.15,123.44999999999999,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3606-TWKGI,1,0,0,13,2,0,1,1,106.9,1389.7,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7529-ZDFXI,1,1,0,57,2,0,1,1,89.85,5121.45,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7605-BDWDC,0,0,0,31,1,1,1,2,49.85,1545.3500000000001,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1950-KSVVJ,0,1,0,45,2,2,0,0,113.3,5098.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0123-CRBRT,0,1,1,61,1,1,0,0,88.1,5374.099999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6292-TOSSS,0,0,0,50,0,1,0,2,24.9,1245.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3197-ARFOY,1,0,0,19,2,0,1,0,105.0,1995.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6323-AYBRX,0,0,0,59,0,1,0,0,19.35,1141.65,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7014-ZZXAW,0,1,0,71,0,1,1,3,24.25,1721.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4385-GZQXV,1,0,0,16,2,0,1,1,94.45,1511.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7633-MVPUY,0,1,0,57,1,1,1,1,59.75,3405.75,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6366-ZGQGL,0,0,0,1,1,0,0,2,24.8,24.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4716-HHKQH,1,1,0,20,2,0,0,1,107.05,2141.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5940-AHUHD,0,0,0,1,2,0,0,0,70.6,70.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6432-TWQLB,0,1,0,5,2,0,1,1,85.4,427.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4484-GLZOU,0,1,0,52,2,0,1,1,105.05,5462.599999999999,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3179-GBRWV,1,1,0,21,1,0,1,2,64.95,1363.95,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8645-KWHJO,0,0,0,14,1,0,1,1,55.0,770.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4130-MZLCC,0,0,0,5,1,0,0,2,50.55,252.75,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0314-TKOSI,0,0,0,6,1,0,0,0,55.15,330.9,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229-MYEJZ,0,0,0,10,1,0,0,1,51.2,512.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080-SRCDE,0,0,1,1,0,0,0,0,25.4,25.4,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9577-WJVCQ,0,0,0,68,1,0,0,0,54.45,3702.6000000000004,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9512-UIBFX,0,1,1,18,2,0,0,0,95.15,1712.7,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6202-DYYFX,0,0,0,22,2,2,1,3,76.0,1672.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3808-HFKDE,0,0,0,20,1,0,1,1,44.35,887.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5583-SXDAG,0,1,0,1,2,0,0,1,70.0,70.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3488-PGMQJ,1,0,0,8,2,0,1,1,74.5,596.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580-REOAC,0,0,0,10,1,0,1,3,44.85,448.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7534-BFESC,1,0,0,24,2,0,1,1,76.1,1826.3999999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3727-OWVYD,0,0,0,35,1,2,0,0,61.2,2142.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2294-SALNE,0,1,1,23,2,2,0,0,86.8,1996.3999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4847-TAJYI,1,0,0,6,2,0,1,1,89.35,536.0999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1563-IWQEX,0,0,0,12,0,0,0,0,19.7,236.39999999999998,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8203-XJZRC,0,0,0,1,0,0,0,0,20.25,20.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6556-DBKZF,0,1,1,71,2,1,0,1,76.05,5399.55,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6851-WEFYX,1,1,0,35,2,0,1,1,100.8,3528.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2985-JUUBZ,0,1,1,40,1,0,1,1,74.55,2982.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6390-DSAZX,0,0,1,1,2,0,1,0,73.6,73.6,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0895-LMRSF,0,0,0,23,1,2,1,2,64.9,1492.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8098-LLAZX,1,0,0,4,2,0,1,1,95.45,381.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8266-VBFQL,0,0,0,4,2,0,1,1,90.4,361.6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8181-YHCMF,0,1,1,68,1,1,0,3,60.3,4100.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2240-HSJQD,0,0,1,38,2,0,1,0,81.85,3110.2999999999997,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248-DYXUB,0,1,1,52,0,1,0,0,24.8,1289.6000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0265-EDXBD,1,1,0,32,2,0,1,1,74.9,2396.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4115-BNPJY,0,1,1,29,1,1,0,0,75.55,2190.95,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3167-SNQPL,1,1,1,38,2,0,0,1,101.15,3843.7000000000003,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4091-TVOCN,0,0,1,48,1,2,1,3,78.75,3780.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1098-TDVUQ,0,0,0,1,0,0,1,2,19.25,19.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7277-OZCGZ,0,0,0,22,2,0,1,1,89.05,1959.1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1557-EMYVT,0,0,0,43,2,1,0,3,115.05,4947.15,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2799-ARNLO,1,1,0,5,2,0,1,1,69.35,346.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7563-BIUPC,0,0,0,5,2,0,1,1,80.6,403.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5027-YOCXN,0,1,1,51,2,2,0,3,110.05,5612.55,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3973-SKMLN,0,0,0,71,0,1,1,3,19.9,1412.8999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2321-OMBXY,0,1,1,38,1,2,0,3,80.3,3051.4,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2840-XANRC,1,1,0,24,2,0,1,1,93.15,2235.6000000000004,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6745-JEFZB,0,1,0,35,2,0,1,3,91.5,3202.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5020-ZSTTY,1,0,0,54,1,2,0,2,82.45,4452.3,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9880-TDQAC,0,1,1,72,1,1,1,1,60.0,4320.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8705-WZCYL,0,0,0,1,1,0,1,1,44.8,44.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
