SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
8980-WQFWL,0,0,0,35,1,0,1,1,62.1,2173.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0212-ISBBF,0,0,0,22,1,0,1,1,50.35,1107.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7722-VJRQD,0,1,1,72,1,1,0,2,60.95,4388.400000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4135-FRWKJ,1,1,1,55,1,2,0,1,76.25,4193.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5161-UBZXI,0,1,1,69,2,1,1,3,106.35,7338.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5327-XOKKY,1,1,0,72,1,1,1,3,73.45,5288.400000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3988-RQIXO,1,0,0,1,2,0,1,1,91.3,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0479-HMSWA,0,0,1,26,2,1,1,1,105.45,2741.7000000000003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6923-AQONU,0,1,1,23,0,1,0,0,20.9,480.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5562-YJQGT,0,0,0,2,0,0,0,3,20.35,40.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7598-UAASY,0,1,0,2,2,0,0,1,76.4,152.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7251-LJBQN,1,0,0,40,2,2,1,3,103.75,4150.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4910-GMJOT,0,0,0,1,2,0,1,1,94.6,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0257-ZESQC,1,1,0,27,2,0,1,2,75.2,2030.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4765-OXPPD,0,1,1,9,1,0,0,0,65.0,585.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6583-QGCSI,1,1,0,50,2,0,1,1,88.05,4402.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9805-FILKB,0,1,1,46,0,2,1,2,20.2,929.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2706-QZIHY,0,1,0,15,0,1,0,0,25.2,378.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7673-LPRNY,0,0,0,23,1,2,1,1,78.55,1806.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6778-YSNIH,0,0,0,2,1,0,1,1,59.0,118.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9050-QLROH,0,0,0,18,2,0,1,3,90.7,1632.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0707-HOVVN,1,0,0,70,1,1,1,2,75.5,5285.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7102-JJVTX,0,1,1,9,1,2,0,0,48.6,437.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810-MVMAI,0,1,1,30,1,0,0,1,67.6,2028.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7993-NQLJE,0,1,1,15,2,0,0,0,75.1,1126.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9281-OFDMF,1,0,0,39,2,0,0,1,90.7,3537.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6789-HJBWG,0,0,0,12,1,0,1,1,49.4,592.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139-FQHLM,0,0,0,19,2,0,0,0,89.95,1709.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3723-BFBGR,1,0,0,24,1,0,0,3,54.8,1315.1999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0639-TSIQW,0,0,0,67,2,0,1,3,102.95,6897.650000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8626-PTQGE,0,0,0,69,1,1,1,2,60.05,4143.45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3541-ZNUHK,0,1,1,55,2,0,1,1,85.1,4680.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4568-KNYWR,0,0,0,52,1,1,1,3,63.25,3289.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9658-WYUFB,0,0,0,17,2,0,1,1,94.4,1604.8000000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0997-YTLNY,0,0,1,19,1,0,0,0,48.8,927.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3208-YPIOE,0,0,0,39,2,0,0,1,75.25,2934.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7707-PYBBH,0,0,0,40,1,0,1,0,61.9,2476.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9313-QOLTZ,0,0,0,26,0,0,0,0,20.9,543.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6654-QGBZZ,0,0,0,1,0,0,0,0,19.9,19.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6877-LGWXO,1,1,0,18,2,0,0,1,78.55,1413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8020-BWHYL,1,0,0,15,2,0,1,3,75.3,1129.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594-IVHJZ,0,0,0,2,0,0,1,0,20.45,40.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9507-EXLTT,0,1,0,1,2,0,1,2,79.35,79.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9793-WECQC,0,0,0,23,2,0,0,0,95.3,2191.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1266-NZYUI,0,1,1,72,1,1,0,2,66.85,4813.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2342-CKIAO,0,0,0,2,0,0,0,0,20.3,40.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6963-EZQEE,1,1,0,70,1,1,1,3,88.55,6198.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2796-NNUFI,0,1,1,46,0,1,1,0,19.95,917.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3486-NPGST,0,0,0,36,0,2,0,0,19.55,703.8000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9070-BCKQP,0,1,0,72,2,1,1,3,110.15,7930.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7742-MYPGI,0,1,1,6,1,0,1,0,48.8,292.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9929-PLVPA,0,0,1,4,0,0,0,3,20.4,81.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9124-LHCJQ,0,0,0,1,2,0,1,0,85.45,85.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2792-LSHWX,0,0,0,1,2,0,1,0,83.4,83.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9330-IJWIO,0,0,0,13,2,0,1,1,100.35,1304.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0617-AQNWT,0,1,0,64,1,1,0,1,47.85,3062.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0895-UADGO,0,0,1,8,1,1,1,0,44.55,356.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7255-SSFBC,0,1,1,72,2,1,1,2,112.25,8082.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5834-ASPWA,0,0,0,1,2,0,1,1,75.45,75.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4132-KALRO,0,0,0,4,2,0,1,0,100.85,403.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8064-RAVOH,0,0,1,1,1,0,1,1,49.85,49.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8028-PNXHQ,0,1,1,62,0,1,1,2,24.25,1503.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9508-ILZDG,1,0,0,34,2,0,1,1,96.35,3275.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4361-JEIVL,0,0,1,1,1,0,1,1,44.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430-USGXP,0,1,0,24,2,0,1,1,101.05,2425.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5965-GGPRW,0,1,1,72,2,1,0,2,105.25,7578.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2542-HYGIQ,0,0,0,1,0,0,0,3,19.95,19.95,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1035-IPQPU,1,1,0,63,2,0,1,1,103.5,6520.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3617-XLSGQ,0,1,1,66,2,1,0,2,109.25,7210.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9107-UKCKY,0,1,0,61,1,2,1,1,79.8,4867.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5146-YYFRZ,0,0,0,67,0,1,0,2,19.95,1336.65,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5649-VUKMC,0,0,0,12,2,2,0,0,95.5,1146.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3472-OAOOR,0,1,1,19,1,0,1,0,34.95,664.0500000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0397-ZXWQF,0,0,0,67,0,1,0,2,20.5,1373.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1346-UFHAX,0,0,0,13,2,0,1,3,80.0,1040.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7252-NTGSS,0,0,0,1,1,0,0,0,45.15,45.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198-VELRD,0,1,1,3,2,0,1,2,84.75,254.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3407-QGWLG,0,0,1,3,0,0,1,0,20.05,60.150000000000006,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9874-QLCLH,0,1,1,17,2,0,1,1,104.2,1771.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8668-KNZTI,0,0,0,52,1,2,0,1,53.75,2795.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8249-THVEC,0,1,1,51,0,2,0,0,19.4,989.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6060-DRTNL,1,0,0,5,2,0,1,0,84.85,424.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6773-LQTVT,1,1,1,29,1,0,1,0,35.65,1033.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7853-GVUDZ,0,1,1,1,0,0,1,3,20.15,20.15,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4897-QSUYC,0,0,0,1,0,0,1,0,20.15,20.15,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5197-PYEPU,0,1,1,42,2,2,1,3,94.45,3966.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3785-NRHYR,0,0,0,1,0,0,0,0,19.65,19.65,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6087-MVHJH,0,0,0,16,2,0,1,1,88.45,1415.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1685-VAYJF,0,0,0,11,1,0,0,3,45.2,497.2000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9912-GVSEQ,1,1,0,26,2,0,1,1,93.85,2440.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4636-OLWOE,0,0,1,54,1,2,1,1,61.0,3294.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9600-UDOPK,0,1,0,30,2,0,1,3,94.05,2821.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8631-NBHFZ,1,1,1,66,1,1,0,3,79.4,5240.400000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1053-MXTTK,0,1,1,72,2,1,1,2,108.65,7822.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3549-ZTMNH,0,1,1,12,0,1,1,2,24.0,288.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7825-ECJRF,0,0,0,19,2,0,1,1,106.6,2025.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6439-LAJXL,0,1,0,9,1,0,1,0,68.95,620.5500000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4075-WKNIU,0,1,1,0,1,1,0,0,73.35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8042-RNLKO,0,0,0,66,0,2,0,2,25.45,1679.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4881-JVQOD,1,1,1,10,1,0,1,2,34.55,345.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9593-CVZKR,0,1,1,56,0,1,1,0,24.45,1369.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9972-EWRJS,0,1,1,67,0,1,1,2,19.25,1289.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9888-ZCUMM,0,1,1,64,1,1,1,2,60.05,3843.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1265-ZFOSD,0,1,0,64,1,1,1,0,81.3,5203.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6078-VESFR,1,1,0,13,2,0,0,2,70.45,915.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0306-JAELE,0,0,0,5,2,0,1,1,96.1,480.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7075-BNDVQ,0,0,0,4,1,0,0,0,35.0,140.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2208-MPXIO,0,1,1,45,0,1,1,2,20.0,900.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3096-GKWEB,0,1,0,18,2,0,1,1,94.75,1705.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7404-JLKQG,0,0,0,3,1,0,0,1,57.55,172.64999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5049-GLYVG,0,0,0,1,0,0,0,0,20.6,20.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6704-UTUKK,0,1,0,29,1,0,1,1,45.9,1331.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9397-TZSHA,0,0,0,69,0,1,0,3,24.6,1697.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4686-UXDML,0,0,0,21,2,0,1,3,99.85,2096.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3808-HFKDE,0,0,0,20,1,0,1,1,44.35,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580-HYCSP,0,1,1,72,2,1,1,2,110.3,7941.599999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9795-VOWON,0,0,0,7,1,2,1,3,24.35,170.45000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159-TURXX,0,0,0,5,0,0,0,3,20.05,100.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0096-BXERS,0,1,0,6,1,0,0,1,50.35,302.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6507-DTJZV,0,0,1,13,1,0,0,3,66.4,863.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9962-BFPDU,0,1,1,1,0,0,0,0,20.05,20.05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4587-NUKOX,0,0,0,3,2,0,1,1,79.1,237.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4060-LDNLU,0,0,0,7,2,0,0,1,96.2,673.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2379-ENZGV,0,0,0,6,2,0,1,1,84.85,509.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4877-EVATK,0,0,0,1,0,0,0,0,20.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9442-JTWDL,0,0,0,11,0,2,0,3,20.05,220.55,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2748-MYRVK,0,0,0,63,2,2,0,2,99.9,6293.700000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3966-HRMZA,1,0,0,3,2,0,0,0,75.05,225.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2862-JVEOY,0,0,0,6,0,2,0,0,19.15,114.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9489-DEDVP,0,1,1,70,1,1,1,3,69.2,4844.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9469-WEJBT,0,1,0,37,2,0,1,1,90.35,3342.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2384-OVPSA,1,0,0,38,0,1,0,0,20.2,767.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2186-QZEYA,1,0,0,29,1,0,1,2,58.55,1697.9499999999998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202-JVYEU,0,0,0,9,0,2,1,1,19.9,179.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6419-ZTTLE,1,1,0,23,0,2,1,1,20.75,477.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1891-UAWWU,1,1,0,20,2,0,0,1,90.8,1816.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6963-KQYQB,0,1,1,70,0,1,0,0,24.05,1683.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2521-NPUZR,0,1,0,70,2,1,0,3,101.0,7070.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8242-SOQUO,1,0,0,5,2,0,1,1,84.7,423.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9823-EALYC,0,1,1,72,1,1,1,2,80.85,5821.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2314-TNDJQ,0,1,1,72,1,1,0,3,55.65,4006.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
9714-EDSUC,0,0,0,4,2,0,1,0,94.9,379.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1383-EZRWL,0,0,0,7,0,0,0,0,20.05,140.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6617-WLBQC,0,1,1,23,2,2,0,3,81.85,1882.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6652-YFFJO,0,0,0,11,1,0,1,1,64.9,713.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1401-FTHFQ,0,1,1,23,0,2,1,3,20.0,460.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1803-BGNBD,0,0,0,12,1,0,1,1,54.3,651.5999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1470-PSXNM,0,1,1,49,2,2,1,1,93.65,4588.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9185-TQCVP,0,1,0,14,2,0,1,1,85.15,1192.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6481-LXPWL,0,1,1,56,1,2,1,3,36.1,2021.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5066-GFJMM,0,1,0,3,0,0,1,0,19.9,59.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7519-JTWQH,0,0,0,69,2,1,1,2,110.5,7624.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9957-YODKZ,1,1,0,6,2,0,1,1,80.8,484.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430-TWCBX,0,1,0,49,0,2,0,3,20.7,1014.3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5955-ERIHD,0,1,0,18,2,0,1,1,94.7,1704.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5186-SAMNZ,1,0,0,1,2,0,1,2,69.5,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5759-RCVCB,0,0,0,3,1,0,0,3,35.2,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0220-EBGCE,0,0,0,2,2,0,1,1,85.85,171.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7427-AUFPY,0,0,0,54,0,1,0,3,19.65,1061.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3221-CJMSG,0,0,0,24,1,0,1,3,51.1,1226.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4194-FJARJ,0,1,1,54,1,1,0,2,60.0,3240.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8138-EALND,0,0,0,15,0,0,0,0,19.75,296.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8345-MVDYC,0,0,0,45,1,1,0,2,81.65,3674.250000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6119-SPUDB,0,0,0,46,1,1,0,0,38.25,1759.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1202-KKGFU,0,1,0,12,1,0,0,2,54.2,650.4000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6556-DBKZF,0,1,1,71,2,1,0,1,76.05,5399.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6339-DKLMK,0,0,0,13,1,0,1,1,31.65,411.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-STDKI,1,0,0,1,2,0,1,1,73.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
