tenure,InternetService,Contract,TotalCharges,OnlineSecurity_No internet service,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
6556-DBKZF,71,2,1,5399.55,0.0,0.0,0.0,0.0,0.0,0.0,0
6851-WEFYX,35,2,0,3528.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2985-JUUBZ,40,1,0,2982.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6390-DSAZX,1,2,0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,1
0895-LMRSF,23,1,2,1492.7,0.0,0.0,0.0,0.0,0.0,0.0,0
8098-LLAZX,4,2,0,381.8,0.0,0.0,0.0,0.0,0.0,0.0,1
8266-VBFQL,4,2,0,361.6,0.0,0.0,0.0,0.0,0.0,0.0,0
8181-YHCMF,68,1,1,4100.4,0.0,0.0,0.0,0.0,0.0,0.0,0
2240-HSJQD,38,2,0,3110.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
1248-DYXUB,52,0,1,1289.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
0265-EDXBD,32,2,0,2396.8,0.0,0.0,0.0,0.0,0.0,0.0,1
4115-BNPJY,29,1,1,2190.95,0.0,0.0,0.0,0.0,0.0,0.0,0
3167-SNQPL,38,2,0,3843.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
4091-TVOCN,48,1,2,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1098-TDVUQ,1,0,0,19.25,1.0,1.0,1.0,1.0,1.0,1.0,0
7277-OZCGZ,22,2,0,1959.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1557-EMYVT,43,2,1,4947.15,0.0,0.0,0.0,0.0,0.0,0.0,0
2799-ARNLO,5,2,0,346.75,0.0,0.0,0.0,0.0,0.0,0.0,0
7563-BIUPC,5,2,0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5027-YOCXN,51,2,2,5612.55,0.0,0.0,0.0,0.0,0.0,0.0,0
3973-SKMLN,71,0,1,1412.8999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
2321-OMBXY,38,1,2,3051.4,0.0,0.0,0.0,0.0,0.0,0.0,1
2840-XANRC,24,2,0,2235.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1
6745-JEFZB,35,2,0,3202.5,0.0,0.0,0.0,0.0,0.0,0.0,0
5020-ZSTTY,54,1,2,4452.3,0.0,0.0,0.0,0.0,0.0,0.0,1
9880-TDQAC,72,1,1,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8705-WZCYL,1,1,0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0
7102-JJVTX,9,1,2,437.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
8626-PTQGE,69,1,1,4143.45,0.0,0.0,0.0,0.0,0.0,0.0,0
4983-CLMLV,52,2,0,5340.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5701-YVSVF,11,2,0,911.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5804-LEPIM,2,2,0,140.7,0.0,0.0,0.0,0.0,0.0,0.0,1
5697-GOMBF,28,1,0,1005.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2739-CACDQ,17,2,0,1405.0500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
9385-EHGDO,35,0,1,694.75,1.0,1.0,1.0,1.0,1.0,1.0,0
9498-FIMXL,8,0,2,153.6,1.0,1.0,1.0,1.0,1.0,1.0,0
2379-GYFLQ,46,2,2,4365.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
0122-OAHPZ,7,2,0,516.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
2868-SNELZ,2,2,0,161.2,0.0,0.0,0.0,0.0,0.0,0.0,1
4322-RCYMT,68,1,2,5154.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6680-NENYN,43,2,1,4497.8,0.0,0.0,0.0,0.0,0.0,0.0,1
2088-IEBAU,68,1,1,5994.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7982-VCELR,36,2,0,3412.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
1343-EHPYB,63,2,0,6514.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
6035-BXTTY,32,1,0,1748.8,0.0,0.0,0.0,0.0,0.0,0.0,0
6885-PKOAM,71,1,1,6088.25,0.0,0.0,0.0,0.0,0.0,0.0,0
7520-HQWJU,66,1,0,4451.7,0.0,0.0,0.0,0.0,0.0,0.0,0
9639-BUJXT,63,0,2,1291.5,1.0,1.0,1.0,1.0,1.0,1.0,0
5924-SNGKP,41,0,2,830.25,1.0,1.0,1.0,1.0,1.0,1.0,0
0021-IKXGC,1,2,0,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2034-GDRCN,2,2,0,180.8,0.0,0.0,0.0,0.0,0.0,0.0,1
8966-SNIZF,70,0,1,1361.5,1.0,1.0,1.0,1.0,1.0,1.0,0
6243-OZGFH,23,1,0,1033.8500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4654-DLAMQ,64,2,2,6208.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0513-RBGPE,37,1,1,2323.6,0.0,0.0,0.0,0.0,0.0,0.0,0
5160-UXJED,17,1,2,758.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4115-NZRKS,7,2,0,624.0500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
0219-YTZUE,4,2,0,339.2,0.0,0.0,0.0,0.0,0.0,0.0,1
0623-IIHUG,21,1,0,879.9,0.0,0.0,0.0,0.0,0.0,0.0,1
4572-DVCGN,10,2,0,802.5,0.0,0.0,0.0,0.0,0.0,0.0,1
3351-NGXYI,16,1,0,865.6,0.0,0.0,0.0,0.0,0.0,0.0,0
8984-EYLLL,64,2,1,6736.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9057-MSWCO,27,1,0,830.25,0.0,0.0,0.0,0.0,0.0,0.0,1
9833-TGFHX,42,2,2,4078.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9294-TDIPC,5,0,0,101.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5229-DTFYB,41,2,1,4050.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
0104-PPXDV,58,1,2,2917.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0
5176-LMJXE,47,0,1,965.85,1.0,1.0,1.0,1.0,1.0,1.0,0
3583-KRKMD,18,2,0,1366.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1010-DIAUQ,5,2,0,482.5,0.0,0.0,0.0,0.0,0.0,0.0,1
9069-LGEUL,23,1,0,1378.8500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7302-ZHMHP,1,0,0,19.15,1.0,1.0,1.0,1.0,1.0,1.0,0
9571-EDEBV,71,2,2,7004.150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
3520-FJGCV,72,2,1,8107.2,0.0,0.0,0.0,0.0,0.0,0.0,0
6563-VRERX,33,0,2,679.8000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
0259-GBZSH,2,2,0,171.3,0.0,0.0,0.0,0.0,0.0,0.0,1
6122-EFVKN,24,1,1,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2805-EDJPQ,56,2,2,5586.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6862-CQUMB,37,2,0,3555.7,0.0,0.0,0.0,0.0,0.0,0.0,0
7156-MXBJE,43,1,2,3659.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
6158-HDPXZ,1,1,0,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0
9601-BRXPO,25,2,0,2623.75,0.0,0.0,0.0,0.0,0.0,0.0,1
2863-IMQDR,61,1,1,5468.650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5686-CMAWK,17,2,2,1474.75,0.0,0.0,0.0,0.0,0.0,0.0,0
5651-CRHKQ,41,2,2,3534.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
6905-NIQIN,1,1,0,50.65,0.0,0.0,0.0,0.0,0.0,0.0,1
8204-YJCLA,72,1,1,4665.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
5167-ZFFMM,1,2,0,90.85,0.0,0.0,0.0,0.0,0.0,0.0,1
6583-SZVGP,48,2,1,5188.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4895-TMWIR,11,0,0,219.45,1.0,1.0,1.0,1.0,1.0,1.0,1
0533-BNWKF,55,2,0,4699.75,0.0,0.0,0.0,0.0,0.0,0.0,1
1708-PBBOA,42,1,2,2299.5,0.0,0.0,0.0,0.0,0.0,0.0,0
8782-LKFPK,44,2,0,3977.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0
5522-JBWMO,1,1,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3597-MVHJT,27,2,0,2581.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9774-NRNAU,27,1,0,2289.6,0.0,0.0,0.0,0.0,0.0,0.0,0
0224-RLWWD,2,1,0,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0
9967-ATRFS,19,0,0,378.09999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0
3951-NJCVI,42,2,0,3992.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2977-CEBSX,66,1,1,5943.3,0.0,0.0,0.0,0.0,0.0,0.0,0
0177-PXBAT,33,2,0,3626.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
6599-CEBNN,34,2,0,2514.3,0.0,0.0,0.0,0.0,0.0,0.0,1
2519-ERQOJ,33,1,0,1801.8,0.0,0.0,0.0,0.0,0.0,0.0,0
5876-QMYLD,23,0,2,461.15000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0
2277-AXSDC,32,0,2,632.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9442-JTWDL,11,0,2,220.55,1.0,1.0,1.0,1.0,1.0,1.0,0
0979-PHULV,69,2,0,6862.05,0.0,0.0,0.0,0.0,0.0,0.0,1
3067-SVMTC,68,1,2,3801.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5495-GPSRW,20,0,1,394.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7606-BPHHN,72,0,1,1425.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
4742-DRORA,60,2,2,5724.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0111-KLBQG,32,2,0,3006.4,0.0,0.0,0.0,0.0,0.0,0.0,0
4800-VHZKI,1,0,0,19.9,1.0,1.0,1.0,1.0,1.0,1.0,1
7989-CHGTL,1,0,0,19.6,1.0,1.0,1.0,1.0,1.0,1.0,1
0334-GDDSO,3,2,0,244.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1
4163-NCJAK,46,0,2,1124.7,1.0,1.0,1.0,1.0,1.0,1.0,0
5233-AOZUF,29,2,0,2173.55,0.0,0.0,0.0,0.0,0.0,0.0,0
5973-EJGDP,51,2,0,4454.849999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1996-DBMUS,48,2,0,3391.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
7916-VCCPB,16,2,0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4686-GEFRM,70,2,1,6909.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5249-QYHEX,40,0,1,992.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0578-SKVMF,22,2,0,1832.6,0.0,0.0,0.0,0.0,0.0,0.0,1
5564-NEMQO,1,2,0,75.3,0.0,0.0,0.0,0.0,0.0,0.0,1
2233-FAGXV,5,0,0,121.5,1.0,1.0,1.0,1.0,1.0,1.0,0
5605-IYGFG,7,2,0,488.94999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0
7663-ZTEGJ,29,2,2,2915.95,0.0,0.0,0.0,0.0,0.0,0.0,0
3935-TBRZZ,44,0,2,1130.8,1.0,1.0,1.0,1.0,1.0,1.0,0
8111-BKVDS,10,1,0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2055-SIFSS,55,1,0,2840.75,0.0,0.0,0.0,0.0,0.0,0.0,0
2806-MLNTI,52,2,2,5465.2,0.0,0.0,0.0,0.0,0.0,0.0,0
8734-DKSTZ,10,2,0,859.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4360-PNRQB,18,2,0,1360.8,0.0,0.0,0.0,0.0,0.0,0.0,0
6152-ONASV,68,1,2,3961.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9063-ZGTUY,61,0,0,1183.3999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1
7781-HVGMK,72,1,1,4694.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2181-UAESM,2,1,0,106.9,0.0,0.0,0.0,0.0,0.0,0.0,0
2957-LOLHO,12,1,0,544.8,0.0,0.0,0.0,0.0,0.0,0.0,1
6048-NJXHX,41,0,1,809.75,1.0,1.0,1.0,1.0,1.0,1.0,0
2320-SLKMB,26,1,0,1155.7,0.0,0.0,0.0,0.0,0.0,0.0,0
4980-URKXC,36,0,2,750.6,1.0,1.0,1.0,1.0,1.0,1.0,0
4376-KFVRS,72,2,1,8211.6,0.0,0.0,0.0,0.0,0.0,0.0,0
5886-VLQVU,35,2,0,3144.75,0.0,0.0,0.0,0.0,0.0,0.0,0
3577-AMVUX,1,1,0,55.05,0.0,0.0,0.0,0.0,0.0,0.0,0
0771-WLCLA,16,2,0,1807.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5628-RKIFK,49,2,0,4975.95,0.0,0.0,0.0,0.0,0.0,0.0,0
0206-TBWLC,54,2,2,6191.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2937-FTHUR,18,1,0,1166.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1910-FMXJM,36,2,0,2894.4,0.0,0.0,0.0,0.0,0.0,0.0,0
7752-XUSCI,60,2,0,6354.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4110-PFEUZ,1,2,0,69.55,0.0,0.0,0.0,0.0,0.0,0.0,1
0732-OCQOC,52,0,1,1302.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5168-MSWXT,8,2,0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1090-ESELR,72,2,1,7596.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8592-PLTMQ,64,0,2,1580.8,1.0,1.0,1.0,1.0,1.0,1.0,0
5760-WRAHC,22,1,0,1534.5,0.0,0.0,0.0,0.0,0.0,0.0,0
8847-GEOOQ,60,1,0,3612.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0256-LTHVJ,28,2,0,2269.4,0.0,0.0,0.0,0.0,0.0,0.0,1
4785-FCIFB,61,0,1,1488.3999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
8313-NDOIA,24,2,0,2499.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0
5149-CUZUJ,28,2,2,2601.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
0942-KOWSM,30,1,1,2424.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4237-CLSMM,2,0,0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1452-VOQCH,1,2,0,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0
4719-UMSIY,6,0,0,117.89999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
6614-VBEGU,24,1,0,1666.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
0880-TKATG,4,2,0,404.6,0.0,0.0,0.0,0.0,0.0,0.0,1
3811-VBYBZ,7,2,0,698.6,0.0,0.0,0.0,0.0,0.0,0.0,1
1480-BKXGA,72,2,1,8355.6,0.0,0.0,0.0,0.0,0.0,0.0,0
2996-XAUVF,70,1,1,2803.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9076-AXYIK,64,2,1,6534.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5968-XQIVE,72,2,2,6458.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8896-RAZCR,44,0,1,875.5999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
4640-UHDOS,13,1,0,727.35,0.0,0.0,0.0,0.0,0.0,0.0,1
4933-IKULF,17,0,2,351.04999999999995,1.0,1.0,1.0,1.0,1.0,1.0,0
3583-EKAPL,1,1,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1304-BCCFO,9,1,0,630.4499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4104-PVRPS,24,1,0,1286.4,0.0,0.0,0.0,0.0,0.0,0.0,0
9399-APLBT,1,2,0,74.7,0.0,0.0,0.0,0.0,0.0,0.0,1
2359-KMGLI,24,2,0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3780-DDGSE,35,1,0,2661.75,0.0,0.0,0.0,0.0,0.0,0.0,0
4431-EDMIQ,7,1,0,529.9,0.0,0.0,0.0,0.0,0.0,0.0,0
0306-JAELE,5,2,0,480.5,0.0,0.0,0.0,0.0,0.0,0.0,1
6227-HWPWX,15,2,0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0486-LGCCH,11,0,1,216.14999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
0447-BEMNG,48,1,0,2174.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1
4612-SSVHJ,20,2,0,1629.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5168-MQQCA,72,2,2,7812.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5949-XIKAE,8,2,0,668.4,0.0,0.0,0.0,0.0,0.0,0.0,1
7971-HLVXI,72,2,1,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9094-AZPHK,15,2,0,1502.25,0.0,0.0,0.0,0.0,0.0,0.0,0
3649-JPUGY,72,1,1,6379.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4472-LVYGI,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8372-JUXUI,1,2,0,74.35,0.0,0.0,0.0,0.0,0.0,0.0,1
3552-CTCYF,63,2,1,6602.4,0.0,0.0,0.0,0.0,0.0,0.0,0
6778-YSNIH,2,1,0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0388-EOPEX,2,2,0,148.8,0.0,0.0,0.0,0.0,0.0,0.0,1
5756-OZRIO,61,1,2,3907.0499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
6579-JPICP,1,0,0,20.4,1.0,1.0,1.0,1.0,1.0,1.0,0
8205-OTCHB,22,1,2,962.5,0.0,0.0,0.0,0.0,0.0,0.0,1
4134-BSXLX,28,1,0,1705.2,0.0,0.0,0.0,0.0,0.0,0.0,0
0505-SPOOW,70,0,1,1386.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6235-VDHOM,5,1,0,142.25,0.0,0.0,0.0,0.0,0.0,0.0,1
7783-YKGDV,12,2,0,1196.4,0.0,0.0,0.0,0.0,0.0,0.0,1
4374-YMUSQ,34,2,2,3952.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4513-CXYIX,71,2,1,5729.7,0.0,0.0,0.0,0.0,0.0,0.0,0
3957-HHLMR,70,1,2,4564.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7803-XOCCZ,52,2,0,4370.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
5736-YEJAX,69,1,1,5482.05,0.0,0.0,0.0,0.0,0.0,0.0,0
5609-CEBID,20,2,0,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8981-FJGLA,11,2,0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7218-HKQFK,2,2,0,188.4,0.0,0.0,0.0,0.0,0.0,0.0,1
4636-QRJKY,6,2,0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1135-LMECX,1,0,0,19.85,1.0,1.0,1.0,1.0,1.0,1.0,0
4332-MUOEZ,20,2,2,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8535-SFUTN,61,2,0,6493.45,0.0,0.0,0.0,0.0,0.0,0.0,0
5956-VKDTT,5,2,0,371.75,0.0,0.0,0.0,0.0,0.0,0.0,1
8677-HDZEE,56,2,0,5905.2,0.0,0.0,0.0,0.0,0.0,0.0,0
2475-MROZF,30,2,0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9412-GHEEC,40,2,0,4192.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3482-ABPKK,28,1,2,1520.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
6705-LXORM,5,2,0,350.25,0.0,0.0,0.0,0.0,0.0,0.0,0
0257-ZESQC,27,2,0,2030.4,0.0,0.0,0.0,0.0,0.0,0.0,1
7531-GQHME,12,0,0,240.60000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0
5174-ITUMV,67,2,2,7061.8,0.0,0.0,0.0,0.0,0.0,0.0,0
4109-CYRBD,29,1,0,1496.4,0.0,0.0,0.0,0.0,0.0,0.0,0
0913-XWSCN,55,2,0,4702.5,0.0,0.0,0.0,0.0,0.0,0.0,0
6825-UYPFK,23,2,0,1738.8,0.0,0.0,0.0,0.0,0.0,0.0,1
8397-MVTAZ,34,2,0,3401.7,0.0,0.0,0.0,0.0,0.0,0.0,1
0750-EBAIU,52,2,2,4745.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8606-CIQUL,72,2,1,8334.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3571-DPYUH,58,2,2,5492.6,0.0,0.0,0.0,0.0,0.0,0.0,0
7601-GNDYK,35,0,1,686.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0356-OBMAC,56,2,1,5594.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8067-NIOYM,24,0,1,506.40000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0
1403-GYAFU,70,0,1,1403.5,1.0,1.0,1.0,1.0,1.0,1.0,0
4234-XTNEA,2,2,0,159.9,0.0,0.0,0.0,0.0,0.0,0.0,0
1297-VQDRP,68,2,2,7286.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9282-IZGQK,1,2,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5348-CAGXB,12,2,0,1074.6,0.0,0.0,0.0,0.0,0.0,0.0,0
0621-HJWXJ,63,2,0,5137.65,0.0,0.0,0.0,0.0,0.0,0.0,0
5844-QVTAT,33,1,2,1928.8500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8905-IAZPF,69,2,2,6599.85,0.0,0.0,0.0,0.0,0.0,0.0,0
5394-MEITZ,60,1,1,4836.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6859-QNXIQ,72,2,1,8143.2,0.0,0.0,0.0,0.0,0.0,0.0,0
2782-LFZVW,11,1,0,648.45,0.0,0.0,0.0,0.0,0.0,0.0,0
2866-IKBTM,1,0,0,19.55,1.0,1.0,1.0,1.0,1.0,1.0,0
1342-JPNKI,10,2,0,860.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2817-NTQDO,13,1,0,592.15,0.0,0.0,0.0,0.0,0.0,0.0,1
7129-AZJDE,34,2,2,2684.3,0.0,0.0,0.0,0.0,0.0,0.0,0
6986-IJDHX,39,2,0,3365.7,0.0,0.0,0.0,0.0,0.0,0.0,1
2560-PPCHE,65,2,2,6828.25,0.0,0.0,0.0,0.0,0.0,0.0,0
4676-MQUEA,50,2,2,5095.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8138-EALND,15,0,0,296.25,1.0,1.0,1.0,1.0,1.0,1.0,0
3580-HYCSP,72,2,1,7941.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1352-HNSAW,72,2,1,8323.199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2075-PUEPR,55,0,1,1064.25,1.0,1.0,1.0,1.0,1.0,1.0,0
1982-FEBTD,23,0,1,588.8000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5301-GAUUY,32,2,0,2571.2,0.0,0.0,0.0,0.0,0.0,0.0,1
5791-KAJFD,56,1,2,3850.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2654-VBVPB,1,0,0,19.9,1.0,1.0,1.0,1.0,1.0,1.0,0
1154-HYWWO,38,1,2,2682.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
2501-XWWTZ,11,2,0,772.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3716-UVSPD,1,1,0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0
6815-ABQFQ,56,2,2,6006.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7343-EOBEU,3,0,0,70.80000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
3701-SFMUH,7,1,0,487.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
6103-LIANB,59,2,1,5870.5,0.0,0.0,0.0,0.0,0.0,0.0,0
7319-VENRZ,7,1,0,450.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
5846-NEQVZ,71,1,1,5030.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
6967-QIQRV,15,2,2,1528.5,0.0,0.0,0.0,0.0,0.0,0.0,0
5781-RFZRP,71,1,1,5218.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0939-YAPAF,35,2,0,3508.75,0.0,0.0,0.0,0.0,0.0,0.0,1
0308-IVGOK,11,1,2,444.4,0.0,0.0,0.0,0.0,0.0,0.0,0
7293-LSCDV,60,0,1,1155.0,1.0,1.0,1.0,1.0,1.0,1.0,0
7025-WCBNE,47,1,1,2801.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
5756-JYOJT,11,1,2,713.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4710-FDUIZ,56,2,2,5616.8,0.0,0.0,0.0,0.0,0.0,0.0,1
6030-REHUX,28,2,0,3103.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
9548-LIGTA,61,1,1,4944.05,0.0,0.0,0.0,0.0,0.0,0.0,0
5150-LJNSR,31,2,2,3039.5499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
8270-RKSAP,9,2,0,634.5,0.0,0.0,0.0,0.0,0.0,0.0,0
6522-YRBXD,35,2,0,3309.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2640-LYMOV,2,0,0,39.3,1.0,1.0,1.0,1.0,1.0,1.0,0
1218-VKFPE,12,0,0,228.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3627-FHKBK,1,2,0,75.3,0.0,0.0,0.0,0.0,0.0,0.0,1
2865-TCHJW,4,2,0,356.8,0.0,0.0,0.0,0.0,0.0,0.0,1
1423-BMPBQ,1,0,0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2393-DIVAI,3,0,0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5192-EBGOV,1,2,0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,1
4568-KNYWR,52,1,1,3289.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8752-IMQOS,5,0,2,100.5,1.0,1.0,1.0,1.0,1.0,1.0,0
0742-LAFQK,72,2,1,7138.8,0.0,0.0,0.0,0.0,0.0,0.0,0
0795-LAFGP,71,1,1,6418.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
0619-OLYUR,72,2,1,8056.8,0.0,0.0,0.0,0.0,0.0,0.0,0
5512-IDZEI,46,0,2,1145.3999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
0459-SPZHJ,63,1,1,5260.5,0.0,0.0,0.0,0.0,0.0,0.0,0
0215-BQKGS,30,2,0,2529.0,0.0,0.0,0.0,0.0,0.0,0.0,0
